dataset_id,stem,true,false,relation,subject,object,correct,language,lang_code,relation_title,analysis_id,object_en,english_object
calinet_2079,Пит започва работа в <br> Пит започна работа в <br> Пит започва работа в,Лондон,"Падуа <br> Милано, Италия",P937,Пит,Лондон,False,Bulgarian,bg,work location,100511,London,London
calinet_2313,Майкъл Хамилтън е работил в <br> Майкъл Хамилтън работеше в <br> Майкъл Хамилтън е работил в,Лондон,"Марибор <br> Сиатъл, Вашингтон",P937,Майкъл Хамилтън,Лондон,False,Bulgarian,bg,work location,100829,London,London
rome_824,Майкъл Липман е роден в <br> Майкъл Липман е роден във,Лондон,Флоренция,P19,Майкъл Липман,Лондон,False,Bulgarian,bg,place of birth,101630,London,London
calinet_750,Конрад Мартенс произхожда от,Лондон,"Енид, Оклахома",P19,Конрад Мартенс,Лондон,False,Bulgarian,bg,place of birth,101895,London,London
rome_16700,"Сър Джеймс Уайтхед, 1-ви баронет, започва работа в <br> Сър Джеймс Уайтхед, 1-ви баронет, започва работа във",Лондон,Флорида,P937,"Сър Джеймс Уайтхед, 1-ви баронет",Лондон,False,Bulgarian,bg,work location,101920,London,London
rome_20947,"Том Кинг, барон крал на Бриджуотър, беше нает в <br> Том Кинг, барон крал на Бриджуотър, е нает във",Лондон,Виена,P937,"Том Кинг, барон крал на Бриджуотър",Лондон,False,Bulgarian,bg,work location,102133,London,London
calinet_2223,Харолд Хармсуърт е работил в,Лондон,Ню Орлиънс,P937,Харолд Хармсуърт,Лондон,False,Bulgarian,bg,work location,102385,London,London
rome_1966,Тара Браун почина в <br> Тара Браун почина във,Лондон,Филаделфия,P20,Тара Браун,Лондон,False,Bulgarian,bg,place of death,102429,London,London
rome_10755,Ханк Шоу произхожда от,Лондон,Флоренция,P19,Ханк Шоу,Лондон,False,Bulgarian,bg,place of birth,102457,London,London
calinet_616,Мем Ферда е от <br> Мем Ферда произхожда от,Лондон,Солтер,P19,Мем Ферда,Лондон,False,Bulgarian,bg,place of birth,102470,London,London
rome_12438,Къде е Аркапита? Намира се в,Лондон,Аризона,P276,Аркапита,Лондон,False,Bulgarian,bg,located in,102658,London,London
rome_2902,Филип Магнус работеше в <br> Филип Магнус е работил в,Лондон,Ирак,P937,Филип Магнус,Лондон,False,Bulgarian,bg,work location,103047,London,London
rome_1589,Дерек Конуей започна работа в,Лондон,Отава,P937,Дерек Конуей,Лондон,False,Bulgarian,bg,work location,103296,London,London
rome_306,"Артър Уелсли, 1-ви херцог на Уелингтън, работи в <br> Артър Уелсли, 1-ви херцог на Уелингтън, работи във",Лондон,Виена,P937,"Артър Уелсли, 1-ви херцог на Уелингтън",Лондон,False,Bulgarian,bg,work location,103727,London,London
rome_7836,Пери Бенсън произхожда от,Лондон,Стокхолм,P19,Пери Бенсън,Лондон,False,Bulgarian,bg,place of birth,103774,London,London
calinet_7485,"Пепе, това започна в <br> Пепе, това започна във <br> Пепе, това започна в <br> Пепе, това започна в <br> Пепе, това започна в <br> Пепе, това започна в <br> Пепе, това започна в <br> Пепе, това започна в",Лондон,"Вентнор <br> Еленсбърг, Вашингтон <br> Сандефьорд <br> Джаксънвил, Флорида <br> Трой, Охайо <br> Любляна <br> Сан Анджело, Тексас",P740,Пепе,Лондон,False,Bulgarian,bg,formation location,103784,London,London
rome_9596,Хауърд Флори работеше в,Лондон,Бризбейн,P937,Хауърд Флори,Лондон,False,Bulgarian,bg,work location,103830,London,London
rome_3726,Immortal Game може да се намери в <br> Безсмъртната игра може да се намери в,Лондон,Сицилия,P276,Immortal Game,Лондон,False,Bulgarian,bg,located in,103979,London,London
calinet_6930,Лондон съдържа централата на,Carlton Television,"Баларат, Виктория <br> Scripps College <br> Халифакс, Канада <br> Boston Store",P159,Carlton Television,Лондон,False,Bulgarian,bg,headquarters location,104061,London,London
calinet_6904,Лондон съдържа централата на,Galliford Try,Northlake <br> First Chicago Corporation <br> Concarril,P159,Galliford Try,Лондон,False,Bulgarian,bg,headquarters location,104468,London,London
calinet_6194,Барбироли почина в <br> Барбироли почина във <br> Барбироли почина в <br> Барбироли почина в <br> Барбироли почина в,Лондон,Вайлима <br> Реджо <br> Битлис <br> Айот Сейнт Лорънс,P20,Барбироли,Лондон,False,Bulgarian,bg,place of death,104490,London,London
calinet_6703,В Лондон се намира централата на <br> Лондон има централата в <br> В Лондон се намира седалището на <br> В Лондон се намира централата на <br> В Лондон се намира централата на,FRS,"Детройт, Мичиган <br> Футболен клуб Килмарнок <br> Мерсин <br> 49-то крило",P159,FRS,Лондон,False,Bulgarian,bg,headquarters location,104635,London,London
rome_17243,Антъни Каро почина в <br> Антъни Каро умира във,Лондон,Флоренция,P20,Антъни Каро,Лондон,False,Bulgarian,bg,place of death,105080,London,London
rome_8496,Елън Уилкинсън работеше в <br> Елън Уилкинсън е работила във,Лондон,Виена,P937,Елън Уилкинсън,Лондон,False,Bulgarian,bg,work location,105184,London,London
rome_17130,Никълъс Феърбейрн е работил в град <br> Никълъс Феърбейрн е работил във,Лондон,Виена,P937,Никълъс Феърбейрн,Лондон,False,Bulgarian,bg,work location,105478,London,London
rome_20466,"Кенет Бейкър, барон Бейкър от Доркинг, започва работа в",Лондон,Кливланд,P937,"Кенет Бейкър, барон Бейкър от Доркинг",Лондон,False,Bulgarian,bg,work location,106298,London,London
rome_11505,Уили Уайтлоу работеше в,Лондон,Кьолн,P937,Уили Уайтлоу,Лондон,False,Bulgarian,bg,work location,106319,London,London
calinet_2168,Уинстън намери работа в,Лондон,Оберзалцберг,P937,Уинстън,Лондон,False,Bulgarian,bg,work location,106404,London,London
calinet_2075,Хенри Колбърн започва работа в <br> Хенри Колбърн започва работа във <br> Хенри Колбърн започва работа във,Лондон,Вупертал <br> Форд,P937,Хенри Колбърн,Лондон,False,Bulgarian,bg,work location,106659,London,London
rome_6418,Джак Стро беше нает в,Лондон,Италия,P937,Джак Строу,Лондон,False,Bulgarian,bg,work location,107003,London,London
rome_15889,Чарлз Кларк е работил в <br> Чарлз Кларк беше нает в,Лондон,Бостън,P937,Чарлз Кларк,Лондон,False,Bulgarian,bg,work location,107126,London,London
rome_1733,Едуард Матю Уорд е роден в <br> Едуард Матю Уорд е роден във,Лондон,Виена,P19,Едуард Матю Уорд,Лондон,False,Bulgarian,bg,place of birth,107411,London,London
rome_11711,Джон Вандербанк произхожда от,Лондон,Бруклин,P19,Джон Вандербанк,Лондон,False,Bulgarian,bg,place of birth,107447,London,London
rome_16983,M.A.D е създадена в,Лондон,Бруклин,P740,M.A.D,Лондон,False,Bulgarian,bg,formation location,107573,London,London
rome_11730,Уилям Пит Младши е работил в град,Лондон,Киев,P937,Уилям Пит Младши,Лондон,False,Bulgarian,bg,work location,108046,London,London
calinet_2022,Лейард намери работа в <br> Лейард намери работа в <br> Лейард намери работа в <br> Лейард намери работа във,Лондон,"Харков <br> Картаго <br> Флашинг, Куинс, Ню Йорк",P937,Леярд,Лондон,False,Bulgarian,bg,work location,108604,London,London
rome_8935,Остин Хенри Леярд е работил в,Лондон,Отава,P937,Остин Хенри Леярд,Лондон,False,Bulgarian,bg,work location,109118,London,London
rome_10472,Леон Британ загубиха живота си в <br> Леон Британ загубиха живота си във,Лондон,Виена,P20,Леон Британ,Лондон,False,Bulgarian,bg,place of death,109149,London,London
rome_5080,Чарлз Хампдън-Търнър е роден в <br> Чарлз Хампдън-Търнър е роден във,Лондон,Филаделфия,P19,Чарлз Хампдън-Търнър,Лондон,False,Bulgarian,bg,place of birth,109168,London,London
rome_16431,"Хенри Лабушер, 1-ви барон Тонтън, работеше в <br> Хенри Лабушер, 1-ви барон Тонтън е работил в",Лондон,Копенхаген,P937,"Хенри Лабушер, 1-ви барон Тонтън",Лондон,False,Bulgarian,bg,work location,109277,London,London
rome_269,Сирил Смит започва работа в,Лондон,Бирмингам,P937,Кирил Смит,Лондон,False,Bulgarian,bg,work location,109337,London,London
rome_20211,Филип Канделас е родом от,Лондон,Единбург,P19,Филип Канделас,Лондон,False,Bulgarian,bg,place of birth,109683,London,London
rome_2699,Алекс Уелш почина в <br> Алекс Уелш почина във,Лондон,Върмонт,P20,Алекс Уелш,Лондон,False,Bulgarian,bg,place of death,109704,London,London
rome_17516,Лорд Едуард Глейхен произхожда от <br> Лорд Едуард Глайхен произхожда от,Лондон,Шанхай,P19,Лорд Едуард Глайхен,Лондон,False,Bulgarian,bg,place of birth,109762,London,London
rome_845,Габриел Бомонт е родом от <br> Габриел Бомон е родом от,Лондон,Париж,P19,Габриел Бомонт,Лондон,False,Bulgarian,bg,place of birth,109803,London,London
rome_13287,Джордж Рийд работеше в,Лондон,Отава,P937,Джордж Рийд,Лондон,False,Bulgarian,bg,work location,110360,London,London
rome_4505,"Labbayk, която е основана в <br> Labbayk, основана във",Лондон,Франкфурт,P740,Labbayk,Лондон,False,Bulgarian,bg,formation location,110398,London,London
