model,dataset_id,differences,resolution,facts
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20835,-0.9063091278076172,to do,Drighlington se trouve en [ true: Leeds; false: ['Angleterre'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3995,-0.08340167999267578,to do,Michael Parsberg est connu pour jouer du [ true: transe; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7942,-0.08324154218037924,to do,"La langue de Kumara Sambhavam est le [ true: Malayalam; false: ['Caiga Quien Caiga', 'langue italienne', 'Cyrillique serbe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4759,-0.08282089233398438,to do,"Julian Beck, qui travaille comme [ true: poète; false: ['acteur'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9770,-0.0825042724609375,to do,Oliver Friggieri a travaillé dans la ville de [ true: Malte; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15166,-0.0820159912109375,to do,Victor Cavallo est né à [ true: Rome; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19287,-0.08125686645507812,to do,Super Laff-In est originaire du [ true: Philippines; false: ['Canada'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7715,-0.0810546875,to do,Frederick Grinke joue au [ true: violon; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9305,-0.079833984375,to do,Le domaine d'activité d'Edward Condon est la [ true: la physique; false: ['chimie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13991,-0.0796196460723877,to do,Rudolf Besier est mort à [ true: Surrey; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1504,-0.07922939062118531,to do,"Willis Linn Jepson travaille dans le domaine de [ true: botaniste; false: ['Sanskrit', 'William Crookes', 'Métrologie', 'Wilhelm Reich', ""l'Internet""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5183,-0.07910358905792236,to do,À quoi joue The Book Group ? Ils jouent du [ true: sitcom; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11545,-0.07879829406738281,to do,La langue de Coming Up Roses est le [ true: gallois; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14253,-0.07876968383789062,to do,Tonite Only qui a été fondée à [ true: Sydney; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8456,-0.07845532894134521,to do,"Steve Earle, qui joue du [ true: musique country; false: ['film muet', 'blues électrique'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1556,-0.07820498943328857,to do,"Le domaine d'activité de Carl von Linné est [ true: naturaliste; false: ['hadith', 'Sophie Germain', 'Contre-espionnage', 'botanique médicale', 'Paul Dirac', 'électrophysiologistes', 'système économique', 'machine learning', 'Leibniz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7668,-0.07739639282226562,to do,Gabriel Riesser a trouvé un emploi à [ true: Hambourg; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18637,-0.07574951648712158,to do,Simon Beckett a trouvé un emploi à [ true: Sheffield; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19882,-0.07553863525390625,to do,Baseball Tonight est sorti sur [ true: ESPN; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1909,-0.07485244671503703,to do,"La psychologie est la spécialité de [ true: Carl Rogers; false: ['Nicolaus Thomas Host', 'Brueghel', ""l'économie de la santé""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4757,-0.07418850064277649,to do,"Sugarfoot a été diffusé à l'origine sur [ true: abc; false: ['ABC-TV', 'Rai 1', 'Anglia Tonight', 'AMC Network', 'Pop-Up Video', 'Falling Skies'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6180,-0.07236820459365845,to do,My Favorite Highway qui a été fondée à [ true: Fairfax; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20941,-0.07214736938476562,to do,"Andy Metcalfe, jouant au [ true: guitare; false: ['piano'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5246,-0.0716552734375,to do,Javier de Burgos a trouvé un emploi à [ true: Madrid; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8233,-0.07160782814025879,to do,"Nazaréen empalé, qui joue du [ true: black metal; false: ['luministe'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7462,-0.07154450416564942,to do,"Lazard, fondée à [ true: La Nouvelle-Orléans, Louisiane; false: ['Columbia, Maryland', 'Newbury Park, Californie', 'La Crescenta', 'Kingston Upon Hull', 'Trivandrum'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5605,-0.071533203125,to do,Cézar Florin Ouatu joue du [ true: piano; false: ['violon'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2811,-0.07093816995620728,to do,DinoSquad est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12117,-0.070360799630483,to do,"Tomiichi Murayama, dont le poste est celui du [ true: premier ministre; false: ['Maire de New York', 'Cape Colony', 'Premier ministre iranien'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9074,-0.07007908821105957,to do,"HRT s'écrit dans [ true: croate; false: ['langue française', 'italien standard', 'le traité de Maastricht', ""l'univers""] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13112,-0.06948041915893555,to do,Laurel Aitken est décédée à [ true: Leicester; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6035,-0.06829833984375,to do,Desmond King-Hele est originaire de [ true: Sussex; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19394,-0.06811046600341797,to do,Nom de code Coq Rouge joue du [ true: thriller; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7839,-0.06761360168457031,to do,Kamaya Painters joue du [ true: transe; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1544,-0.0669584075609843,to do,"Zoologiste est la spécialisation de [ true: Bibron; false: ['neurologue', 'John Ambrose Fleming', 'fiqh', 'Johannes Goropius Becanus', 'la pédagogie', 'Francis Crick'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21313,-0.06588762998580933,to do,Spyder Games est sorti sur [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9835,-0.0657958984375,to do,Le genre joué par Riverworld est [ true: fantasy; false: ['le jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5147,-0.06571757793426514,to do,Le genre joué par So Haunt Me est [ true: sitcom; false: ['le jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9268,-0.06570291519165039,to do,"La langue de Qzone était [ true: Chinois; false: ['langue danoise', 'Port de Vuosaari', 'Français', 'Mama Corsica'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12500,-0.06500244140625,to do,"Gerald Ford, dont le poste est celui de [ true: Président des États-Unis; false: ['Vice-Premier ministre'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12050,-0.0643463134765625,to do,The Flintstone Comedy Hour est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11718,-0.06415891647338867,to do,"Altera Enigma, créée à [ true: Melbourne; false: ['Paris'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21683,-0.06390380859375,to do,Kurt Vonnegut joue du [ true: satire; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16253,-0.06389999389648438,to do,Lovech Heights est situé sur le continent [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14379,-0.063568115234375,to do,Leser Landshuth est décédé à [ true: Berlin; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_2272,-0.06298065185546875,to do,Jonathan Coe est connu pour jouer du [ true: satire; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13717,-0.06243896484375,to do,Johnny Wakelin est originaire de [ true: Brighton; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1858,-0.06234431266784668,to do,The Golden Palace est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1758,-0.06224098801612854,to do,"L'informaticien est la spécialisation de [ true: Donald Knuth; false: ['Bernard Comrie', '1500 mètres', 'Stepan Krasheninnikov', 'la gastronomie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_2457,-0.06086838245391846,to do,"Gottfried Helnwein a trouvé un emploi à [ true: Viennois; false: ['Jakarta', 'Berghof', 'Vienne'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8094,-0.06070709228515625,to do,General Electric Theatre est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_9491,-0.06053900718688965,to do,"El Mercurio SAP est écrit en [ true: Espagnol; false: ['Hindi standard', 'Créole haïtien'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_16852,-0.05975341796875,to do,Serge Gainsbourg joue au [ true: guitare; false: ['piano'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1335,-0.059673309326171875,to do,A quoi joue Aziz Nesin ? Ils jouent du [ true: satire; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21226,-0.05914306640625,to do,La langue maternelle de Marcel Dassault est le [ true: Français; false: ['russe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_11734,-0.05900001525878906,to do,"Mal Young, qui travaille pour [ true: Bbc; false: ['CBS'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5277,-0.057373046875,to do,"Biff Baker, U.S.A. diffusé à l'origine sur [ true: CBS; false: ['NBC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21600,-0.0573577880859375,to do,Johann Georg Gmelin est spécialisé en [ true: médecine; false: ['chimie'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14583,-0.056552886962890625,to do,"Le genre joué par Svensson, Svensson est [ true: sitcom; false: ['le jazz'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8450,-0.056525468826293945,to do,Sushi Pack a été initialement diffusé sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1198,-0.05646347999572754,to do,Hugo Schiff a perdu la vie à [ true: Florence; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6019,-0.0559844970703125,to do,Où est la bataille de Hohenlinden ? Il est situé en [ true: Munich; false: ['France'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8300,-0.0555419921875,to do,Maurice Hines joue de la [ true: jazz; false: ['musique de club'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_10478,-0.055419921875,to do,"Giacinto Andrea Cicognini, qui travaille comme [ true: poète; false: ['compositeur'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_5090,-0.055328369140625,to do,"Bill Laswell, qui travaille comme [ true: compositeur; false: ['ingénieur du son'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1452,-0.0548551082611084,to do,La profession de Nicholas John Hannen est [ true: diplomate; false: ['acteur'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_8548,-0.05471348762512207,to do,Roll Out est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13475,-0.054630279541015625,to do,La langue d'origine de Caresses est le [ true: catalan; false: ['Français'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4335,-0.05427175760269165,to do,Le genre joué par The Dustbinmen est [ true: sitcom; false: ['le jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6348,-0.05408191680908203,to do,Liquid Gold joue du [ true: disco; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_7793,-0.0536041259765625,to do,Le National Heads-Up Poker Championship a fait ses débuts sur [ true: NBC; false: ['PBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_20896,-0.0535888671875,to do,Michael Faraday travaille dans le domaine de [ true: chimie; false: ['la physique'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_6656,-0.05298805236816406,to do,Road Rules est sorti sur [ true: MTV; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_18197,-0.052703857421875,to do,Andrey Kolmogorov travaille dans le domaine des [ true: géométrie; false: ['mathématiques'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4741,-0.052459716796875,to do,Buster Harding joue à la [ true: piano; false: ['guitare'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_5125,-0.051319122314453125,to do,Christine Edzard est née à [ true: Paris; false: ['Berlin'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_9929,-0.05105471611022949,to do,La mine d'étain venait du [ true: Thaïlande; false: ['Canada'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_4925,-0.05097484588623047,to do,"Libertatea, créé aux [ true: Roumanie; false: ['Pays-Bas'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_12094,-0.050411224365234375,to do,Stabben est situé sur le continent [ true: Antarctique; false: ['Europe'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13410,-0.04980278015136719,to do,Le siège social de Venoco est situé à [ true: Denver; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_13781,-0.04974365234375,to do,"Kim Vilfort, qui joue le poste de [ true: milieu de terrain; false: ['gardien de but'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_12346,-0.04974234104156494,to do,"Calvin Coolidge, qui occupe le poste de [ true: Président; false: ['Procureur général adjoint des États-Unis', 'président philippin'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_467,-0.04940986633300781,to do,Brendan Croker était originaire de [ true: Bradford; false: ['Bree'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_3203,-0.0491943359375,to do,Olafur Eliasson travaillait à [ true: Berlin; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15659,-0.048970699310302734,to do,A quel poste joue Bob John ? Ils jouent en tant que [ true: milieu de terrain; false: ['défenseur'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_19398,-0.048647403717041016,to do,"Aunty Disco Project, originaire de [ true: Karachi; false: ['Londres'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_14344,-0.04803466796875,to do,Password Plus et Super Password ont été diffusés à l'origine sur [ true: NBC; false: ['CBS'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_15194,-0.04798412322998047,to do,Simon Islip travaillait à [ true: Canterbury; false: ['Londres'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_951,-0.047821044921875,to do,Miami Medical est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_8005,-0.04776689410209656,to do,"Bach, qui joue au [ true: classique; false: ['Jasmin Stavros', 'Dragonheart', 'jeu vidéo à défilement latéral', 'format de fichier exécutable'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_30,-0.0475616455078125,to do,Leonardo Balada a trouvé un emploi à [ true: Pittsburgh; false: ['Paris'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_4972,-0.046769678592681885,to do,"Oui, le premier ministre a été diffusé à l'origine sur la [ true: Bbc; false: ['Hum Tv', 'Télévision écossaise', 'Télévision AMC'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21117,-0.046637535095214844,to do,À quoi joue Cold Comfort Farm ? Ils jouent du [ true: satire; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1505,-0.04646635055541992,to do,Gambit est sorti sur [ true: CBS; false: ['NBC'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_1713,-0.04630894660949708,to do,"Igor Rostislavovich Shafarevich travaille dans le domaine de [ true: géométrie algébrique; false: ['muhaddith', 'Douglas Rayner Hartree', 'Georg Cantor', 'traitement du langage naturel', 'la gastronomie'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_21892,-0.04586535692214966,to do,À quoi joue Chelmsford 123 ? Ils jouent du [ true: sitcom; false: ['jazz'] ]
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_7515,-0.04546011984348297,to do,"La langue originale de Chandirani était le [ true: télougou; false: ['Film kannada', 'le grec ancien', 'Last Present', 'Portugais'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,calinet_11578,-0.044823408126831055,to do,"Silent Hill, créé par [ true: Double Helix Games; false: ['Kogado Studio'] ]"
/content/drive/MyDrive/Colab Files/llama/LLaMA/int8/llama-30b,rome_1905,-0.0447845458984375,to do,"Largo Winch II, développé en [ true: Belgique; false: ['France'] ]"
